l_ukrainian:
 AI_CITY_STATE_NAME:0 "Місто $PROVINCE$"
 espionage_events.6.d:0 "Багато з тих, хто пов'язаний з міжнародною політикою, мріють про можливість швидко змінити главу держави, і бажано, шляхом усікновення цієї самої голови. Це важко здійснити. Всім добре відомо, яких збитків може заподіяти царевбивство, і тому багато країн ставляться до своєї безпеки як до гри в шахи і прагнуть за всяку ціну захистити короля.\n\nЯкщо вважати світ шахівницею, то ми якраз поставили нашому противникові шах. Наша розгалужена мережа шпигунів надала можливість усунути лідера ворожої держави. Як тільки справа буде зроблено, вони, швидше за все, зможуть простежити зв'язок з нами, але буде занадто пізно."
 espionage_events.6.a:0 "Віддати наказ."
 espionage_events.6.b:0 "Повинен бути кращий засіб використовувати наші зв'язки."
 espionage_events.7.t:0 "Царевбивство!"
 espionage_events.7.d:0 "Використовуючи масштабну мережу контактів, [From.GetAdjective]і душогуби скоїли найстрашніше з міжнародних злочинів: [Root.Monarch.GetTitle] нашої країни був убитий. І хоча винуватець схоплений, замовники вбивства, швидше за все, сидять в безпеці на території держави [From.GetName], плануючи наступний удар по нашій країні. Як тільки уряд оговтається від шоку, ми повинні обміркувати удару у відповідь по країні [Root.GetName]."
 espionage_events.7.a:0 "Який ганебний удар!"
 espionage_events.8.t:0 "$SPYMASTER$ підозрює сусідів"
 espionage_events.8.d:1 "Наявність майстра-шпигуна на нашій службі здебільшого йде на користь збирання інформації за кордоном, але іноді наш майстер-шпигун $SPYMASTER$ координує і контршпигунство. Нещодавно $SPYMASTER_POSS_PRONOUN$ розслідування виявили змову, яка могла бути спланована тільки однією із сусідніх країн. Незрозумілим залишається, хто із сусідів стоїть за цим, але постійний обмін інформацією вимагає, щоб керівники змови перебували неподалік.\n\n$SPYMASTER$ готується схопити та з пристрастю допитати безліч представників інших держав, які можуть бути залучені до змови, але суперечливі теорії про те, хто ж насправді стоїть за цим означають, що тільки [Root.Monarch.GetTitle] визначить ціль. Наші сусіди навряд чи зрадіють звинуваченнями, але необхідно діяти. І діяти швидко."
 espionage_events.8.a:0 "З усіх можливих підозрюваних ось цей ..."
 espionage_events.8.b:0 "...або ж ось цей виглядають найбільш багатообіцяючими."
 espionage_events.9.t:0 "Таємниці в нашій спілці"
 espionage_events.9.d:1 "Посли та дипломатичні представники часто є й шпигунами, або, щонайменше, інформатори, які після виконання своїх прямих обов'язків збирають інформацію про країну, в якій повинні вести чесні переговори. І тому немає нічого дивного в тому, що [spying_ambassador.GetAdjective]ого посла у місті [Root.Capital.GetName] було запідозрено у причетності до шпигунства. Основні труднощі тепер полягають у тактиці опрацювання цієї інформації, оскільки лише перехресний допит міг би довести вину."
 espionage_events.9.a:0 "Ми повинні докопатися до суті. Заарештуйте посла."
 espionage_events.9.b:0 "Попросіть його замінити."
 espionage_events.9.c:0 "Просто намагайтеся не допускати його до справді важливих справ."
 espionage_events.9.c.tt:0 "Є §Y50%§! шанс того, що [spying_ambassador.Country.GetName] збільшить свою шпигунську мережу у державі [Root.Country.GetName] на 10."
 espionage_events.10.t:0 "Посол визнає провину"
 espionage_events.10.d:1 "Заарештований і висмикнутий з комфорту свого помешкання посол, якого ми підозрювали у шпигунстві, швидко визнав свою провину на допиті. Більш того, з його свідчень випливає, що шпигунська мережа, частиною якої він був, тягнеться набагато далі, ніж ми вважали раніше. Хоча для його держави [spying_ambassador.GetUsableName] це дуже неприємний конфуз, вони пропонують вирішити ситуацію мирним шляхом, негайно виславши посла додому.\n\nІ хоча правила доброго тону радять по можливості не вбивати і не заарештовувати дипломатів, ця людина підтвердила, що є ворогом нашої країни. Що ще важливіше, в нього може бути інша корисна для нас інформація. Чи варто нам дати йому вийти сухим з води?"
 espionage_events.10.a:0 "Ні. Ворожий шпигун, піддається зовнішньому тиску, це занадто цінне джерело інформації."
 espionage_events.10.b:0 "Всі ми шпигуємо один за одним. Забути і пробачити."
 counterintelligence_operation:0 "Контррозвідувальна операція"
 imprisoned_ambassador:0 "Посол у в'язниці"
 ESTATE_OL_ENTRY:1 "£estate_loyalty $LOYALTY$ £estate_influence $INFL$ £estate_territory $TERR$"
 ESTATE_OL_TOOLTIP:0 "§Y$NAME$§!:\nЛояльність: §Y$LOYALTY$%§!\nВплив: §Y$INFL$%§!\nТериторії: §Y$TERR$%§!"
 CONDOTTIERI_PARTICIPATION_FAILURE1:0 "Вони очікували від нас більшої участі в битвах."
 CONDOTTIERI_PARTICIPATION_FAILURE2:0 "Нашу репутацію було знищено, що ускладнить"
 CONDOTTIERI_PARTICIPATION_FAILURE3:0 "підписання нових пропозицій на наступні $YEARS|Y$ років."
 alert_condottieri_ai_hire_instant:0 "§YДержави бажають найняти ваших кондотьєрів§!"
 alert_condottieri_ai_hire_delayed:0 "Ці держави можуть найняти ваших кондотьєрів, за умови, що ваші війська мають до них доступ:\n$LIST$"
 alert_condottieri_at_peace_instant:0 "§YУ Вас найняті кондотьєри, але ви перебуваєте в мирі§!"
 alert_condottieri_at_peace_delayed:0 "Ви сплачуєте за кондотьєрів таким державам:"
 alert_condottieri_at_peace_delayed_free:1 "Ви найняли кондотьєрів у таких держав:"
 alert_condottieri_country:0 "@$TAG$ $COUNTRY$ – $COST|Y$¤ в місяць"
 alert_condottieri_can_be_cancelled_instant:0 "§YВи можете повернути своїх кондотьєрів§!"
 alert_condottieri_can_be_cancelled_delayed:0 "Ви можете повернути кондотьєрів з таких держав:"
 alert_condottieri_participation:0 "@$TAG$ $COUNTRY$ – $MONTHS|Y$ місяців"
 alert_condottieri_low_participation_instant:0 "§YВаші клієнти незадоволені!§!"
 alert_condottieri_low_participation_delayed:0 "Держава заплатила вашим кондотьерам, чекаючи від них участі в битвах і облогах. Якщо ми не почнемо перемагати в битвах, їхній терпець урветься:"
 SPY_OFFENCE_DESC_RIVAL:0 "Суперник: $VAL|%2+=$"
 SPY_OFFENCE_DESC_DISTANCE:1 "Велика відстань: x$VAL|Y$"
 SPY_OFFENCE_BASE:0 "Базова швидкість: $VAL|Y$"
 religious_turmoil_timelimit_tt:0 "Має §YРелігійні заворушення§! на 25 років"
 custom_idea_slave_raiders:1 "Набіги на узбережжя"
 custom_idea_slave_raiders_desc:1 "Наша країна має давні традиції набігів на узбережжя заради моряків, золота та інших потрібних речей."

