l_ukrainian:
 LOCAL_AUTONOMY_EFFECTS: "Місцева автономія в провінції $NAME$ дає наступні ефекти:\n$EFFECT$"
 flavor_eth.13.d: "Ми отримали повідомлення про те, що імператор Ефіопії бачить наше несправедливе ставлення до коптського населення на наших землях. Він явно вважає це приводом до війни, і є чимало підтверджень тому, що напад Ефіопії може бути неминучим."					
 flavor_eth.13.a: "Вони не посміють."
 flavor_eth.14.t: "Посол від Мамлюків"
 flavor_eth.14.d: "Сьогодні мамлюкский посол прибув до нашого двору з відповіддю султана на наше занепокоєння про коптів у його землях.\nАле відповідь далека від вибачень, яких ми від нього очікували. Султан вирішив виявити свою неповагу до ефіопського двору, та висміює будь який натяк, що ми можемо помститися."
 flavor_eth.14.a: "Киньте посла у в'язницю."
 flavor_eth.14.b: "Це привід до війни!"
 flavor_eth.14.c: "Давайте залишимо все як є."
 flavor_eth.15.t: "Мамлюки вибачаються"
 flavor_eth.15.d: "Мамлюкский султан надіслав повідомлення про його намір розглянути ситуацію коптів у його землях. Він запевняє нас, що не відчуває нічого крім почуття дружби до ефіопського народу та Коптської церкви."
 flavor_eth.15.a: "Гаразд"
 flavor_eth.16.t: "Посла затримано"
 flavor_eth.16.d: "Ефіопський імператор був настільки розгніваним нашою відповіддю на його лист, що наказав ув'язнити нашого посла."
 flavor_eth.16.a: "Гаразд"
 flavor_eth.17.t: "Смерть єпископа"
 flavor_eth.17.d: "Ефіопський єпископ помер і Ефіопська церква запросила спадкоємця від Коптского патріарха Олександрії.\nПоки патріарх вибрає спадкоємця, у нас є відмінна можливість показати ефіопам хто отут головний. Імператор Ефіопії активно дотримувався політики навернення мусульманських підданих, і дотепер тримає у в'язниці посла, відправленого дисциплінувати його минулого разу."
 flavor_eth.17.a: "Запобігти призначенню нового єпископа."
 flavor_eth.17.b: "Ми не повинні втручатися в ці справи."
 flavor_eth.18.t: "Єпископ відсутній"
 flavor_eth.18.d: "Пройшло вже чимало часу з тих пір як останній єпископ Ефіопії помер і ми запросили його спадкоємця з Олександрії. Можливо, втрутилися Мамлюки?"
 flavor_eth.18.a: "Гаразд"
 flavor_eth.19.t: "Чернечі ордена"
 flavor_eth.19.d: "Однією з найсильніших сторін Ефіопської церкви є велика кількість успішних монастирів, розсіяних на території нашої країни. Чернечі ордени внесли великий вклад у процвітання нашої держави, створивши нові монастирі в недавно захоплених областях та поширивши там слово істиної віри. Монастирі Ефіопії також є джерелом утвору ефіопського духівництва, знаті та адміністраторів. Таким чином вони внесли великий вклад у відновлення Ефіопської церкви у минулі роки.\nЗ іншої сторони монастирі та ордени що ними керують, стали занадто багатими та автономними."					
 flavor_eth.19.a: "Спробувати приборкати їх."
 flavor_eth.19.b: "Захистити привілеї орденів."
 flavor_eth.20.t: "Незалежність від Патріархату"
 flavor_eth.20.d: "Залежність Ефіопської церкви від Патріархату в Олександрії завжди була тягарем нашої країни. Але тоді в нас була гостра потреба в єпископах, духівництві та духовному заступництві з-за кордону. Розширення Ефіопської церкви в останні два століття означає, що наше королівство в цей момент вже навчає своє власне духівництво, і має сильну релігійну інфраструктуру у вигляді церков та монастирів по всій його території.\nОскільки Єгипетський Патріархат перебуває в заручниках у мусульманських завойовників, нам зазвичай доводиться довго чекати призначення нового єпископа після смерті старого. Буде куди більш ефективно призначити свого власного релігійного лідера з рядів нашого духівництва."					
 flavor_eth.20.a: "Ми не можемо збезчестити нашого Патріарха."
 flavor_eth.20.b: "Наша церква повинна звільнитися від іноземного впливу."
 flavor_eth.21.t: "Оромо"
 flavor_eth.21.d: "Дивне кочове плем'я з глибини африканського континенту перетнуло кордон та осіло у нашому прикордонні. Мігруючи у великих кількостях і захищені досить сильними воїнами, їхні чужинські звичаї загрожують розірвати та перекроїти самі основи нашого суспільства. Ці апостоли Ваака швидко витісняють та навертають на свою віру послідовників всіх релігій у регіоні, та заміщають старі соціальні структури своїми власними."					
 flavor_eth.21.a: "Гаразд"
 flavor_eth.23.t: "Поселенці оромо"
 flavor_eth.23.d: "Групи кочових поселенців вторглись у провінцію $PROVINCENAME$. Місцеве населення було витиснуте або асимільоване племенами оромо."
 flavor_eth.23.a: "Гаразд"
 flavor_eth.24.t: "Інтеграція оромо"
 flavor_eth.24.d: "Схоже хвилі поселенців оромо, що рухалися в наші землі, нарешті зупинилися. Самі імігранти почали облаштовуватися і незважаючи на великі зміни в нашому суспільстві, перша насильницька фаза інтеграції цього нового народу, схоже, вже минула."					
 flavor_eth.24.a: "Гаразд"
 flavor_eth.26.t: "Амба гешен – Гора королів"
 flavor_eth.26.d: "Раніше наше королівство роздирали кризи і суперечки після смерті кожного монарха. Щоб припинити це безладдя один з перших королів династії Соломонідів заснував традицію гори Гешен. Із тих пір всі наші принци, крім прямого спадкоємця короля, тримаються в ізоляції від зовнішнього світу на схилах гори Гешен. Держава дбає про те, щоб принци не бідували, та витрачали весь свій час на роздуми та навчання. Для захисту принців від навколишнього світу та для захисту принців від претензій їх родичів, гора перебуває під суворою охороною.\nЦя традиція добре послужила нам протягом багатьох років і королівство стало більш стабільним. Однак є думка, що тримати всіх принців в одному місці досить ризиковано.\nСьогодні ми маємо старого короля та відсутність яких-небудь спадкоємців. Саме в таких ситуаціях як ця, гора нам може  стати в нагоді."					
 flavor_eth.26.a: "Нам пощастило, що наші предки були такими передбачливими."
 flavor_eth.26.b: "Нам не потрібна ця позолочена в'язниця."
 flavor_eth.26.b.tt: "Ми будемо використовувати гору в інших цілях."
 flavor_eth.27.t: "Олена Ефіопська"
 flavor_eth.27.d: "На початку свого правління король $MONARCH$ одружився на дочці одного з мусульманських вождів нашої держави. Ніхто не здогадувався, що після навернення до християнства та присвяти своєму життя Ефіопському імператорові, ця дівчина стане однією з найвпливовівших фігур Ефіопської політики на довгі роки. Елені або Олена буде у своєму житті служити не тільки своєму чоловікові, але ще декільком його наступникам, у якості здібного радника та сірого кардинала."
 flavor_eth.27.a: "Гаразд"
 flavor_eth.28.t: "Катастрофа на Горі королів"
 flavor_eth.28.d: "Ніхто не знає що саме відбулося, але до нас сьогодні дійшли новини про те, що всі наші принци на горі Гешен мертві. Схоже комусь удалося обдурити вартових і перебити всіх спадкоємців престолу. Поки королівство намагається оговтатися від жахливої звістки, стає очевидним, що ця традиція більше ніколи не буде частиною нашої національної спадщини."
 flavor_eth.28.a: "Все втрачено"
 REPUBLIC_OF_WESTPHALIA: "Республіка Вестфалія"
 KINGDOM_OF_WESTPHALIA: "Королівство Вестфалія"
 KINGDOM_OF_NAPLES: "Неаполітанське королівство"
 REPUBLICS_OF_NAPLES: "Партенопейська республіка"
 KINGDOM_OF_ITALY: "Королівство Італія"
 SUBALPINE_REPUBLIC: "Італійська республіка"
 GC_ASIA_BOOKMARK: "Східні царства"
 GC_ASIA_BOOKMARK_DESC: "Батьківщина для більшості населення світу та батьківщина більшості вироблених товарів, Азія й досі є безумовним центром світу у 1444 році. Від єдиного Китаю до незліченних князівств Індії та Індокитаю, від Імперії Тимуридів і до широких степів на півночі, Азія дотепер залишається восновному осторонь від конфліктів, що вразили весь світ, таких як хрестовий похід на Варну чи жахіття Столітньої війни."
 GC_AMERICA_BOOKMARK: "Корінні народи"
 GC_AMERICA_BOOKMARK_DESC: "За 50 років до прибуття Колумба, обидві Америки є величезним та різноманітним регіоном. На півдні Куско тільки почали свій злет від незначного царства до великої імперії інків. У Мезоамериці новостворений ацтекський потрійний союз є лише одним з безлічі міст-держав. У Північній Америці, найбільш розділеному регіоні, почали формуватися федерації ірокезів та гуронів."
 GC_AFRICA_BOOKMARK: "Пустельні імперії"
 GC_AFRICA_BOOKMARK_DESC: "У 1444 році Африка – регіон багатий новими політичними утвореннями. На сході у християнської імперії Ефіопів настала золота ера під проводом їхнього знаменитого правителя Зари Якоба. У Західній Африці землі занепадаючої Малійської імперії захоплюються набираючими силу амбіційними державами, такими як Сонгай. Триваюча криза в країнах Магрибу скоро приведе до відродження сильного марокканського королівства на північному заході, у той час як північний схід стає зручним майданчиком для росту європейських та турецьких імперій."
 bng_nabibangsha: "Набі Бангша"
 desc_bng_nabibangsha: "Набі Бангша та інші прояви індо-мусульманського синкретизму гарантують те, що обстановка в нашому релігійно розрізненому державі залишиться досить мирною."
 bng_mosque_city_of_bagerhat: "Мечеть міста Халіфатабада"
 desc_bng_mosque_city_of_bagerhat: "Мечеть у місті Халіфатабада – одна із найбільш величних мечетей Індії."
 bng_delta_reclaimed: "Меліорація Дельти"
 desc_bng_delta_reclaimed: "Завдяки важкій роботі наших людей багато нових земель стали доступними для заселення та обробки. Через це підвищилися доходи від провінцій та інтерес до ісламської віри."
 bng_delhian_refugees: "Делійські біженці"
 desc_bng_delhian_refugees: "Ми відкрили наші кордони для біженців зі знаті старого Делійського султанату. Ці зубожілі дворяни жадають заробити собі на нові статки на службі у нас."
 bng_port_of_calcutta: "Порт Калькутти"
 desc_bng_port_of_calcutta: "Калькутта, яка в минулому складалася з кількох невеличких сіл, зараз процвітає завдяки своєму новому порту, у якому домінують переважно європейські торговці."
 flavor_bng.1.t: "Християнський орден і султани Бенгалії"
 flavor_bng.1.d: "Суфійський християнський орден завжди мав особливі відносини з нашою правлячою династією. Він міг розраховувати на наше заступництво і ми могли покластися на нього у відповідь. Менше ніж покоління тому, Нур Кутуб-І'Алам – лідер християн у Бенгалії, допоміг нам повернути силу, коли нашому сулатанату загрожував індуський узурпатор.\nМи отримали сумну звістку про смерть Нура Кутуб-І'Алама і зараз прийшов час підтвердити союз між світською та духовною владою. З іншого боку, це також може бути гарною можливістю віддалити Християнський орден від трону, оскільки він став надто небезпечним для комфортного існування."
 flavor_bng.1.a: "Продовжувати захищати орден."
 flavor_bng.1.b: "Наші шляхи розходяться."
 flavor_bng.2.t: "Набі Бангша"
 flavor_bng.2.d: "Суфійська присутність у Бенгалії привела до релігійного синкретизму. У рамках цього загального напрямку бенгальський письменник та поет Саїд Султан створив щось унікальне. Це книга бенгальською мовою, яка розповідає про родовід ісламських пророків. Однією з незвичайних рис цієї книги це те, що Саїд Султан включив у класичний ряд пророків і індуського бога Крішну, як одного з тих, хто був перед Магометом."
 flavor_bng.2.a: "Це велика робота бенгальської літератури."
 flavor_bng.2.b: "Ми не можемо дозволити таке богохульство."
 flavor_bng.3.t: "Мечеть міста Халіфатабада"
 flavor_bng.3.d: "У недавно вирубаній частині мангрового лісу Сундарбана лежить місто Халіфатабад. Незадоволений простим очищенням території в 1430-х роках, місцевий правитель Хан Джахан Алі витратив життя на забудову міста мечетями та величними будинками. Серед багатьох мечетей Багерхата виділяється величезна Мечеть Шейт Гунбад, яка нараховує більш ніж вісімдесят куполів. Цілком можливо – це найбільша мечеть в Індії."
 flavor_bng.3.a: "Гаразд."
 flavor_bng.4.t: "Меліорація Дельти"
 flavor_bng.4.d: "Бенгалія славиться своїм родючим ґрунтом і багатими врожаями. Проте велика дельта Гангу все ще покрита густими джунглями та болотами. Розчищення землі, яке дозволяє нашому постійно зростаючому населенню трохи розсередитися. Ніхто вже навіть не пам'ятає коли воно почалося, розчищення проходить повільно, але впевнено.\nОстаннім часом ряд священнослужителів, багато з яких суфіти, почав приділяти підвищену увагу даній проблемі. Ці люди надихнули наш народ і процес меліорації здається пішов значно легше. Начебто покоряючись нашим намірам, потік великої ріки Ганг сам змістився так, щоб допомогти цьому процесу."
 flavor_bng.4.a: "Гаразд."
 flavor_bng.5.t: "Аристократи у бігах"
 flavor_bng.5.d: "Після падіння Делійського султанату значні групи тамтешніх аристократів перетнули наші кордони. Дворяни повні рішучості почати життя спочатку і одного чудового дня повернути все що втратили.\nЦе різнорідна група людей: афганці, узбеки, туранці та перси. Звичайно наша держава може отримати вигоду з їхніх зв'язків і досвіду. В той же час їхнє прибуття викликає соціальну напруженість і повстання в наших землях."
 flavor_bng.5.a: "Ми повинні заохочувати цих шляхетних людей, щоби вони служили нам!"
 flavor_bng.5.b: "Спробувати переконати їх покинути наші землі."
 flavor_bng.6.t: "Повстання Тигру"
 flavor_bng.6.d: "Ходять чутки про людину на ім'я Шер Шах Сур або Шер Хан, яка хоче стати безперечним лідером делійських дворян, що оселилися на наших землях. З обіцянками багатства та помсти цей харизматичний лідер підняв армію та готовий йти на кожного, хто посміє протистояти йому.\nЯк і очікувалося, мета цієї армії у довгостроковій перспецтиві – відновлення Делійського султанату, ми вже отримали ультиматум з табору Шер Шаха. Або ми звільняємо трон і віддаємо нашу державу йому, або він сам візьме його з мечем у руці."
 flavor_bng.6.a: "Якщо ти хочеш мій трон – змагайся за нього."
 flavor_bng.6.b: "Здатися."
 flavor_bng.6.b.tt: "(Шер Шах почне правління з низькою легітимністю)"
 flavor_bng.7.t: "Раджа Буршуту"
 flavor_bng.7.d: "До нас нещодавно надійшли чутки, що один індуський феодал, власник одних з найбільших земельних наділів у нашому султанаті, замішаний у змові з нашими ворогами в Оріссі. Ці землі дуже давно були відомими як Буршутська держава і беруть початок своєї історії ще з до-мусульманських часів в Індії."
 flavor_bng.7.a: "Відібрати в нього землю!"
 flavor_bng.8.t: "Дарування Калькутти"
 flavor_bng.8.d: "Посол, що представляє Британську Ост-Індську Компанію, прибув до нашого двору з проханням дозволити створити постійне поселення в дельті Гангу, щоб полегшити наші торговельні зв'язки із заходом.\nЯк і очікувалося, він готовий заплатити за цей привілей."
 flavor_bng.8.a: "Наділити їм кілька селищ у дельті Гангу."
 flavor_bng.8.b: "Відкинути пропозицію посла."
 flavor_bng.9.t: "Ріст Калькутти"
 flavor_bng.9.d: "Села, які ми колись наділили західним торговцям, розрослися в потужний торговельний порт, відомий як Калькутта. Економіка міста, та й з-за нього усього регіону, перебуває на підйомі, однак це може бути основою для побоювань.\nУ зв'язку з більшим економічним впливом, європейські торговці все частіше вважаються авторитетними фігурами не тільки у своєму місті, але й у цілому регіоні. Місцевий командир самовільно почав будівництво декількох фортів для захисту міста, а наші вимоги про припинення будівництва були зустрінуті мовчанням."
 flavor_bng.9.a: "Розгроміть їхні форти!"
 flavor_bng.9.b: "Датйте фортам спокій."
 flavor_bng.10.t: "Чорна Діра Калькутти"
 flavor_bng.10.d: "Солдати, яких ми послали в Калькутту, знищили форти та захопили західняків, яких там знайшли. Полонених було відіслано по своїх країнах, однак, здається, цей інцидент розрісся до некерованих розмірів.\nСеред звільнених почали ходити чутки про жахливе підземелля під назвою Чорна Діра Калькутти. Згідно чуткам, переважна більшість ув'язнених загинула там від жахливих умов утримання. Наш командир запевняє, що такого не було, але це вже не має значення. У Британській Ост-Індській Компанії роблять все можливе, щоб переконати метрополію 'відновити порядок' у наші країні."
 flavor_bng.10.a: "Гаразд."
 flavor_bng.11.t: "Чорна Діра Калькутти"
 flavor_bng.11.d: "Історія жахливих діянь дійшла до нас із далекого міста Калькутти. Англійське поселення було атаковане місцевими військами. Торговців та солдатів Калькутти спіткала жахлива доля бути ув'язненими в підземеллі, сумнозвісно відомому як 'Чорна Діра Калькутти'.\nЗ того часу індійські торговці невпинно завалюють нас проханнями про відновлення порядку в цій варварській частині світу."
 flavor_bng.11.a: "Гаразд."
 bah_bidar_fort: "Форт Бідар"
 desc_bah_bidar_fort: "Наша столиця як незвичайна, так і добре захищена."
 bah_attracting_the_right_people: "Залучення потрібних людей"
 desc_bah_attracting_the_right_people: "Зараз ми зі шкіри геть ліземо, щоб залучити талановитих мусульманських командирів, торговців та адміністраторів до нашої країни."
 bah_habhsis: "Вірні хабшії"
 desc_bah_habhsis: "Все більша кількість наших фортів укомплектовується гарнізонами з вірних нам хабшійських рабів, тому що вони залишаються вірними престолу, а не фракціям при дворі."
 bah_deccanis_gharbians: "Деканці та гарбійці"
 desc_bah_deccanis_gharbians: "Наш двір розривається між двома фракціями – Деканською та Гарбійською. Ми намагаємося стабілізувати ситуацію, чергуючи нашу підтримку цим групам, але все ще залишається непоправна напруженість, яка робить повсякденне керування країною набагато сутужнішим."
 bah_gharbians: "Підтримка гарбійців"
 desc_bah_gharbians: "Ми підтримуємо гарбійську фракцію при дворі, натомість отримуємо приплив нових шукачів пригод із західних мусульманських країн."
 bah_deccanis: "Підтримка деканців"
 desc_bah_deccanis: "Ми підтримуємо деканську фракцію при дворі, у свою чергу наші провінції стали набагато спокійнішими та більш контрольованими."
 bah_bidriware_boom: "Бум ремесла бідрі"
 desc_bah_bidriware_boom: "Майстри Бідара винайшли новий вид ливарного виробництва, який називається бідрі. Це досить пожвавило місцеву економіку."
 flavor_bah.1.t: "Бідар – справжня столиця Бахмані"
 flavor_bah.1.d: "Втомившись від інтриг та отруйної атмосфери в Гулбарзі, одним з перших рішень, що прийняв $MONARCH$ у своїй молодості, було перенесення столиці Бахманського королівства до Бідару. На місці старої фортеці, прямо посередині плато Декан, було побудовано нове місто, яке можна порівняти з великими містами Персії та Трансоксанії. Зі своїми 37 бастіонами та 7 воротами Бідар також став наймогутнішим фортом та захисним форпостом нашої династії.\Пишний палац султана у свою чергу не менш вражаючий, разом із залом для прийомів з бірюзовим троном нашої династії, можливо найславетнішим символом нашої родини.\nЗвісно нічого з цього не було безкоштовним. Наш радник з'явився до нас сьогодні зі списком необхідних витрат та списком інших областей, які було б добре продовжити розбудовати."
 flavor_bah.1.a: "Бідар повинен залишатися столицею, гідної нашої династії."
 flavor_bah.1.b: "Давайте не перегинати палку."
 flavor_bah.2.t: "Залучення правильних людей"
 flavor_bah.2.d: "Султанат Бахмані багато в чому є колоніальною державою. Декан протягом 20 років був мусульманським, поки наші предки не звільнили його від імперіалістичного гніту Делі. Переважна більшість наших підданих – це індійські маратхі, каннадиги та телугу.\nОскільки північний шлях відрізаний для нас династією делійських султанів, ми змушені покладатися на заморську імміграцію переважно з Персії та арабського світу щоб задовольнити потреби нашої держави.\nНаша династія завжди присвячувала багато уваги залученню імігрантів, завдяки чому наша держава придбала репутацію космополітичної. Після втрати контролю над західним узбережжям потік нових здібних людей перетворився на цівку. Якщо ми хочемо уникнути серйозної кризи, ми повинні подвоїти наші зусилля щоб залучити фахівців, незважаючи на ризики."
 flavor_bah.2.a: "Давайте подвоїмо наші зусилля."
 flavor_bah.2.b: "Краще ми використаємо досвід місцевих фахівців."
 flavor_bah.3.t: "Махмуд Гаван"
 flavor_bah.3.d: "Сьогодні перський купець на ім'я Махмуд Гаван прибув у місто $CAPITAL$ для аудієнції. Отримавши можливість представитися він розповідає, що саме його потребує наша держава. Крім його особистих якостей адміністратора та торговця він має важливі знайомства у всьому мусульманському світі, які можуть принести нам користь.\nМахмуд Гаван обіцяє, що якщо ми надамо йому потрібні засоби та свою згоду, він приведе нашу економіку до процвітання, а наша держава стане настільки відомою, що люди будуть прибувати до наших берегів, щоб присягнути нам на вірність."
 flavor_bah.3.a: "Це воістину Король Торгівлі!"
 flavor_bah.4.t: "Вірні хабшії"
 flavor_bah.4.d: "Раби є одним з найстарших предметів торгівлі в Індійському океані. Ефіопська молодь захоплюють, навертають в іслам та тренують, щоби зробити їх елітними солдатами, керівниками та моряками після чого їх продадуть правителям Індії та Персії.\nОскільки наша держава відчуває потребу у здібних та вірних чоловіках, ці хабшії можуть виявитися коштовним активом нашої династії. Давайте використаємо цих слухняних рабів на службі у наших фортецях, за столами як управлінців, та на наших кораблях, замість того, щоб довіряти конфліктуючим гарбійцям та деканцам при дворі."
 flavor_bah.4.a: "Почніть масове завезення хабшіїв."
 flavor_bah.4.b: "Спробуємо знайти інше рішення."
 flavor_bah.5.t: "Декканці та гарбійці"
 flavor_bah.5.d: "Наша політика зовнішнього набору рекрутів проявила свої недоліки. Друге та третє покоління бахманійських дворян, відоме як 'деканці', разом з рештками індуїстської знаті, утворили фракцію, яка просуває ідею отуземлення нашого султанату. Проти них виступають гарбійці – нові імігранти з заходу, які прийшли шукати щастя в багатих землях Індії.\nСьогодні двір розділений надвоє, доводиться навіть тримати їх окремо у палаті для аудієнцій, та під час церемоній."
 flavor_bah.5.a: "Спробуємо стравити їхнім один з одним."
 flavor_bah.5.b: "Підтримати гарбійців."
 flavor_bah.5.c: "Підтримати деканців."
 flavor_bah.6.t: "Ремесло бідрі"
 flavor_bah.6.d: "Новий різновид ливарного виробництва було винайдено в майстернях Бідара. Цей новий стиль швидко поширився серед перських ремісників, а продукція стала значною часткою експорту нашої столиці."
 flavor_bah.6.a: "Чудово!"
 flavor_bah.7.t: "Знайдено величезний діамант"
 flavor_bah.7.d: "Дуже незвичайна посилка прибула сьогодні прямо з діамантових шахт Колура. Діамант, найбільший з бачених на ювелірних ринках Голконди, настільки величний, як і $MONARCHTITLE$, тому він був піднесений вам."
 flavor_bah.7.a: "Я буду зберігати його вічно"
 flavor_bah.7.b: "Продайте його"
 flavor_bah.8.t: "Афанасій Нікітін"
 flavor_bah.8.d: "Мандрівник з далекої країни прибув сьогодні до нашого двору. Вражений нашою гостинністю та пишністю столиці, він розповідає історії про сусідні країни, які він відвідав. Він також розповідає історії про країну, з якої почав свій шлях, з міста 'Твер' і землі довгих та суворих зим."
 flavor_bah.8.a: "Цікаво"
 guj_walls_of_ahmedabad: "Стіни Ахмадабада"
 desc_guj_walls_of_ahmedabad: "Система стін, воріт і більш ніж 170 фортець захищає місто Ахмадабад від загарбників, одночасно це є приводом до стрімкого зростання міста."
 guj_champaner_project: "Будівництво Чампанера"
 desc_guj_champaner_project: "Зараз ми витрачаємо безліч грошей на будівництво другої столиці на схилястому кордоні Гуджарата."
 guj_champaner: "Чампанер"
 desc_guj_champaner: "Це місце нашої другої столиці – великий форт Чампанер."
 guj_merchants_doing_well: "Процвітання торгівлі"
 desc_guj_merchants_doing_well: "У наших торговців справи йдуть дуже добре зараз."
 guj_hardline_rel_policy: "Жорстка релігійна політика"
 desc_guj_hardline_rel_policy: "Після періоду ослаблення ми проводимо релігійну політику в нашій державі, обмежуючи в правах усіх не-мусульман."
 conquest_of_champaner_title: "Підкорення Чампанера"
 conquest_of_champaner_desc: "На пагорбах між Гуджаратом та плато Мальва лежить прадавня, та здалося б неприступна фортеця Чампанер. Цей форт повинен стати нашим, ми там облаштуємо свою першу лінію оборони."
 flavor_guj.1.t: "Ріст Ахмадабаду"
 flavor_guj.1.d: "Наша столиця Ахмадабад стрімко росла з моменту свого заснування у 1411 році і, здається, не збирається зупинятися найближчим часом. Сусідній Хамбат, один з найбільших портів Індії, а дехто каже і у цілому світі, забезпечує потік народу, товарів та грошей.\nТаке швидко зростаюче місто важко обороняти, враховуючи його положення в середині рівнини Гуджарат. Нам наполегливо радять планувати не тільки його зовнішній вигляд, але й захист. Система стін і фортець, запропонована нашими архітекторами, може здатися занадто дорогою, але альтернативою є тільки місто без захисту."
 flavor_guj.1.a: "Побудувати стіни."
 flavor_guj.1.b: "Нехай місто залишається відкритою столицею."
 flavor_guj.2.t: "Чампанер – друга столиця?"
 flavor_guj.2.d: "Форт Чампанер розрашований у стратегічно вигідному місці – у центрі гір, прямо між мальвійським плато та рівнинами Гуджарату. Крім того, що таку позицію легко обороняти, вона ідеально підходить для контролю торгівельного шляху з Доабу у наші морські порти.\n$MONARCHTITLE$ $MONARCH$ прийняв амбіційний план по перетворенню Чампанеру в нову величну столицю нашої держави. Як символ нашої династії, це місто буде будується під наглядом кращих архітекторів індо-ісламського світу, ми грошей не пожалкуємо."
 flavor_guj.2.a: "Починайте будівництво!"
 flavor_guj.2.b: "Ми не зацікавлені в цьому марнославному проекті."
 flavor_guj.3.t: "Чампанер"
 flavor_guj.3.d: "Нарешті наша нова столиця добудована. Величне місто з палацами, мечетями, храмами, новітньою системою водопостачання та не менш важливими укріпленнями, побудоване навколо вершин Чампнеру.\nОдна з найпрекрасніших споруд – величезна мечеть Джама-Масджид, побудована у вишуканому гуджаратському індо-мусульманському стилі, яким так славиться наш султанат."
 flavor_guj.3.a: "Відмінно!"
 flavor_guj.4.t: "Чампанер втрачено!"
 flavor_guj.4.d: "Ми втратили Чампанер, а разом з ним і мрії про ідеальну столицю."
 flavor_guj.4.a: "Погано."
 flavor_guj.5.t: "Бурхануддін Кутуб-Е Алам"
 flavor_guj.5.d: "Один із суфійських наставників, що проживає в нашій столиці, почав все більше підтримувати нашу династію останнім часом. Багатьом тепер зрозуміло, що ми скеровуємо державу у вірному напрямку і ефект цієї підтримки позитивно позначиться на народних настроях."
 flavor_guj.5.a: "Яка гарна людина!"
 flavor_guj.6.t: "Джайністсько-індуське торгове співтовариство – Васанта Віласа"
 flavor_guj.6.d: "Благополуччя торговців Гуджарату завжди було важливим для нашої династії, та ми були не лише лояльними до них, але й багато в чому заохочували джайністських, індуських та парських торговців торгувати у наших містах.\nЧерез це справи торговців усіх релігій Гуджарату останнім часом процвітали. У недавно завершеному рукописі про весняні обряди та бога Крішну, відомий індуський купець із Ахмадабада похвалив місто та уряд.\nМабуть це найбільше демонструє успіх нашої політики."
