l_ukrainian:
 # map
 PROV4790:0 "Панґґуянан"
 lfa_improved_mining_techniques:0 "Покращені методи видобутку"
 lfa_improved_mining_techniques_desc:0 "Багатство нації вимірюється багатством її народу. Ланьфан повинен максимально використовувати те, що дала нам земля. Покращення технології видобутку також покращить умови праці."
 lfa_state_expansion:0 "Розширення держави"
 lfa_state_expansion_desc:0 "Ланьфан став доказом того, що рівність і свобода є ключем до щасливої та квітучої нації. Ми поширимо ці знання по всьому світу і звільнимо їх від кайданів рабства!"
 LIG_ideas:0 "Лігорські ідеї"
 LIG_ideas_start:0 "Лігорські традиції"
 LIG_ideas_bonus:0 "Лігорські амбіції"
 lig_autonomous_subject:0 "Autonomous Subject"
 lig_autonomous_subject_desc:0 "We have earned our freedom as a mueang, or city state, and are no longer under the government of the Siamese kingdoms. Being our own nation has brought the attention of the rest of the South-East to us. And that is how it should be."
 lig_religious_conversion:0 "Buddhist Conversion"
 lig_religious_conversion_desc:0 "Tradition is what makes us stronger. Ligor should stand out as the last bastion against he Islamic sultanates that are taking over Nusantara. It is our duty to share the wise teachings of Lord Buddha with the rest of the world."
 lig_vassal_cities:0 "Vassal Cities"
 lig_vassal_cities_desc:0 "As a mueang, in Ligor we can mantain our own dynasty and have vassal states of our own. If we want to expand our influence, looking for other mueangs in the Malay peninsula to annex seems like a good place to start."
 lig_trade_primacy:0 "Trade Primacy"
 lig_trade_primacy_desc:0 "We should take advantage of our seafaring tradition and focus on maritime trade. We need to think big, so looking at the new merchants coming from the East is by no means a bad idea."
 lig_bridge_to_malaya:0 "Bridge to Siam"
 lig_bridge_to_malaya_desc:0 "Siam and Ligor were once part of the same empire and our ties have not yet faded. We should seek protection in their diplomatic importance while remaining our own nation. Ancient allies must never be dismissed."
 lig_spirit_of_rebellion:0 "Rebellious Spirits"
 lig_spirit_of_rebellion_desc:0 "Ours is a nation of uprising and rebellion. Nor Ligor nor its people must not be easily governed. Everything comes with a price."
 lig_trade_protection:0 "Protect Ligori Trade"
 lig_trade_protection_desc:0 "Our ships are the pride of our nation, and without them our trade would be lost. Protecting them to ensure a good arrival in port must be a top priority."
 PLB_ideas:0 "Палембанзькі ідеї"
 PLB_ideas_start:0 "Палембанзьк традиції"
 PLB_ideas_bonus:0 "Палембанзьк амбіції"
 plb_ancient_scriptures:0 "Ancient Scriptures"
 plb_ancient_scriptures_desc:0 "The oldest recordings of our nation tell the story of one of our greatest kings, who took twenty thousand men and hundreds of boats and sailed into the unknown. This story shall not be forgotten."
 plb_pirate_ancestry:0 "Pirate Ancestry"
 plb_pirate_ancestry_desc:0 "The rebellious nature of our people may be seen by some ignorant foreigners as recklessness, but we have always taken pride in it. After all, a little fight never killed anybody... or did it?"
 plb_controlling_the_strait:0 "Controlling the Strait"
 plb_controlling_the_strait_desc:0 "Voices travel a little too fast when the tides help them advance towards our lands. Watchful, the eyes of our nation are spread out over the sea as a creature of the deep."
 plb_center_of_the_dynasty:0 "Center of the Dynasty"
 plb_center_of_the_dynasty_desc:0 "During the rule of the Shailendra dynasty, our land was home to the most powerful of people. Our cities held sumptuous feasts, held magnificent celebrations, and nurtured strong alliances."
 plb_trading_hub:0 "Trading Hub"
 plb_trading_hub_desc:0 "Merchants from the continent must stay in our land during the long monsoon season. Thus, our cities are well prepared to hold large markets and store an abundant variety of goods."
 plb_through_the_monsoon:0 "Through the Monsoon"
 plb_through_the_monsoon_desc:0 "To tame the storm is impossible, to become the storm is admirable. Generations of sailors have passed on knowledge that has made our people tremble with emotion at the sight of the first cloud."
 plb_learned_scholars:0 "Learned Scholars"
 plb_learned_scholars_desc:0 "Since the time of the Srivijaya Empire, our nation has been home to many monks and academics who have devoted their lives to the study of all things."
 BAN_ideas:0 "Бантенські ідеї"
 BAN_ideas_start:0 "Бантенські традиції"
 BAN_ideas_bonus:0 "Бантенські амбіції"
 ban_struck_down_by_diamonds:0 "Struck Down by Diamonds"
 ban_struck_down_by_diamonds_desc:0 "There is an old Javanese proverb meaning that a place posseses everything it needs and nothing is lacking, and then it is struck down by diamonds. That is what it was said of our nation when we embraced the true faith."
 ban_surrounded_by_stars:0 "Surrounded by Stars"
 ban_surrounded_by_stars_desc:0 "Legend has it that when the first men came into our land and saw the clear river of water that brings us life, they thought that our nation was surrounded by stars. Such is the richness of our land."
 ban_from_east_to_west:0 "From East to West"
 ban_from_east_to_west_desc:0 "Our nation's strategic position near the Sunda Strait has put us in a very beneficial point regarding trade. Merchants coming from every part of the world pass our coast enhancing our commercial skills."
 ban_rebuttal:0 "Rebuttal"
 ban_rebuttal_desc:0 "Untamed, our nation's prideful inhabitants are used to fight instead of running, die instead of kneeling. Banten has build unconquerable forts throughout its history."
 ban_fertile_lands:0 "Fertile Lands"
 ban_fertile_lands_desc:0 "Agriculture has always been an important part of our people's lives. We have been blessed by a fertile soil that can feed our rich nation."
 ban_by_the_river:0 "By the River"
 ban_by_the_river_desc:0 "Through the middle of our nation, there run many rivers where ships can sail into, with tributary extanding all over our land. We have learned how to take advantage of this mode of transportation and can easily carry our goods."
 ban_cultural_richness:0 "Cultural Richness"
 ban_cultural_richness_desc:0 "Given its tactical position and natural richness, our nation has been home of many and diverse visitors. Hinduism, Buddhism and Islam have all lived together in harmony."
 SUL_ideas:0 "Сулуські ідеї"
 SUL_ideas_start:0 "Сулуські традиції"
 SUL_ideas_bonus:0 "Сулуські амбіції"
 sul_sultanate_of_sulu:0 "Sultanate of Sulu"
 sul_sultanate_of_sulu_desc:0 "It must not passed without notice that our great Sultanate was founded by devoted, religious men. Their blind faith in our lord was essential to the rise of our nation."
 sul_makhdum_teachings:0 "Makhdum's Teachings"
 sul_makhdum_teachings_desc:0 "The judicious scholar Makhdum Karim chose to come to our land a long time ago. His insightful words helped our leaders find a way towards prosperity, and his teachings shall always be remembered."
 sul_across_the_sulu_sea:0 "Across the Sulu Sea"
 sul_across_the_sulu_sea_desc:0 "Many travelers have come to our land, driven by the legendary accounts of its beauty. And so, we too have traveled to distant lands, driven by the impulse of the discovery of new and distant regions. This adventurous spirit has made our diplomats very well known."
 sul_port_of_jolo:0 "Port of Jolo"
 sul_port_of_jolo_desc:0 "The port of Jolo, our capital city, is one of the richest and foremost trade centers in the Philippine Islands. Silk, amber, silver and porcelain come from the continent, iron, rubies and diamonds from Malacca and Brunei. Our nation is built on wealth and fortune."
 sul_dagat_sulu:0 "Dagat Sulu"
 sul_dagat_sulu_desc:0 "The Sulu Sea is harsh and impenetrable during the monsoon season. Storms are not the exception in our coasts, and our sailors have learned to endure them and keep swimming, even against the forces of the impassible deeps."
 sul_coconut_plantations:0 "Coconut Plantations"
 sul_coconut_plantations_desc:0 "Coconut trees grow splendidly on all the larger islands of our nation, and their cultivation is one of our main sources of income."
 sul_pearl_farming:0 "Pearl Farming"
 sul_pearl_farming_desc:0 "Pearls are grown one at a time, their cultivation is a delicate business only reserved to those who have patience and perseverance. However, the economical profit that comes with it is well worth the effort."
 CRB_ideas:0 "Чиребонські ідеї"
 CRB_ideas_start:0 "Чиребонські традиції"
 CRB_ideas_bonus:0 "Чиребонські амбіції"
 crb_negara_gede:0 "Negara Gede"
 crb_negara_gede_desc:0 "'Negara Gede' means 'Great Kingdom' in our dialect, and that is the real name of our triumphant nation. Our coastal culture and virtuous history have granted us a prominent spot on the island's politics, and for that our people will forever be grateful."
 crb_tari_topeng:0 "Tari Topeng"
 crb_tari_topeng_desc:0 "The Tari Topeng mask dance is one of our nation's most significant traditions. Dancers and musicians devote their lives to this colorful festival and increase the nation's morale."
 crb_alis_panther:0 "Ali's Panther"
 crb_alis_panther_desc:0 "One of our nation's fierce symbols is the panther, a deadly animal that hides deeply in the jungle of our island. Its dangerous nature makes it a formidable opponent. The jungle is never easy on anyone."
 crb_mount_ciremai:0 "Mount Ciremai"
 crb_mount_ciremai_desc:0 "A column of smoke elevates from the highest point of our nation. As night arrives, its fury collapses over the enemy troops with violent blaze. Mount Ciremai has always taken care of its loyal companions."
 crb_islamic_schools:0 "Islamic Schools"
 crb_islamic_schools_desc:0 "Our scholars are versed in the teachings of our faith, as well as in the education of our youth. A number of schools dedicated to the guidance of our people have been open in order to ensure that we raise a skillful and pious nation."
 crb_batik_textiles:0 "Batik Textiles"
 crb_batik_textiles_desc:0 "Batik dyeing technique is popular in all Java, but no nation is so well-known for it as Cirebon. Our weavers have specialized on this method and our production competence is envied all over the island."
 crb_royal_lineage:0 "Royal Lineage"
 crb_royal_lineage_desc:0 "The royal lineage of our nation's leaders makes their blood suitable to rule. May their wisdom make our land rich with prosperity and their spirit never be tamed by greed."
 flavor_iro.1.t:0 "Непростима образа"
 flavor_iro.1.d:0 "Вони прийшли вночі. Їхні обличчя ледь освітлені місяцем, їхні списи яскраво блищать біля смолоскипів. Вони прийшли мовчки. Їхні кроки тихі й швидкі, як літній вітерець. Почути майже неможливо. Потім тиша закінчилася, як і ніч.\nВони зробили набіг на наше селище, палили намети, крали продукти, брали в полон. Багато наших воїнів відразу прокинулися і спробували їх зупинити, але вони не були готові до нападу, тому багато хто загинув у бою. Вони їх вбили. Батьки, брати, сини. Вони вбили їх усіх.\nНе знати їм спокою, допоки ми живі."
 opinion_iroquois_affront:0 "Непростима образа"
 flavor_iro.1.a:0 "Наші серця вічно оплакуватимуть їхні втрати."
 flavor_iro.2.t:0 "Війни пам'яті"
 flavor_iro.2.d:0 "У наших людей є традиція робити набіги на сусідні селища в пошуках браанців замість тих, хто покинув нас. Матері клану вимагали розпочати 'війну пам'яті', щоб розрадити недавню смерть їхніх дітей, тому наш обов'язок – прийняти таку розумну петицію.\nЦією ніччю. Синьою ніччю. Ніччю під ранок. Наші воїни успішно атакували обране поселення й серед хаосу зуміли заманити в засідку чимало місцевих жителів."
 flavor_iro.2.a:0 "Треба взяти кількох бранців."
 flavor_iro.3.t:0 "Новий бранець"
 flavor_iro.3.d:1 "Наші воїни повернулися з останнього набігу з кількома бранцями. Вони тріумфально постали перед [Root.Monarch.GetTitleKYM] і поклали перед [Root.GetHerHim] тіло дитини. Почулося: 'Замість твоєї втрати', – і знову виступили сльози."
 flavor_iro.3.a:1 "Відмовитися від нього."
 flavor_iro.3.b:0 "Всиновити дитину."
 iroquoian_iron_fist_opinion:0 "Залізний кулак"
 iroquoian_iron_fist:0 "Залізний кулак"
 desc_iroquoian_iron_fist:0 "Ми пануємо над нашими ворогами твердою рукою."
 flavor_iro.5.t:0 "Новий генерал"
 flavor_iro.5.d:1 "Дитина, яку вирішило всиновити наше плем'я, виросла серед нашого народу, сильна і доброчесна. Неодноразово доведена його бойова доблесть, як і його відданість захисту нашого поселення. Його надійна усмішка заслужила довіру багатьох наших найзапекліших вояків, і вони підуть за ним без вагань. Важко пригадати, коли він був просто наляканою дитиною, яка хотіла повернутися додому.\nНарешті ми можемо з гордістю оголосити – тепер це його дім."
 flavor_iro.5.a:0 "Вони так швидко ростуть..."
 flavor_iro.4.t:0 "Мати народів"
 flavor_iro.4.d:1 "Остання війна завдала шкоди основам нашого народу. За нашими рішеннями під час бою уважно спостерігала жінка. Виявлення поваги до наших давніх традицій і турбота про наших бранців – це те, чим ми повинні пишатися. Ця стара, мудра жінка представила себе нашим воїнам як Джігонсасе, Матір Народів, титул, який їй давно дав Великий Миротворець. Її розсудливі очі були сповнені захвату.\n'Радійте, – сказала вона, – бо ви вшанували наш народ.'"
 flavor_iro.4.a:0 "Ми чудово впоралися."
 mother_of_nations:0 "Мати народів"
 desc_mother_of_nations:0 "Мати народів благословляє наш народ своїм проводом."
 burghers_estate_events.17.1.t:0 "Міське планування в тропіках"
 burghers_estate_events.17.1.d:0 "Тоді як ми ростемо і додаємо нові тропічні провінції до наших володінь, [Root.TAG.GetAdjective]і $ESTATE_BURGHERS$ взялися до розробки своїх планів на ці місця, щоб вони могли вирости великими та могутніми за допомогою їхніх методів."
 burghers_estate_events.17.1.a:0 "Гаразд."
 have_crown_colony_tt:0 "Мати суб'єкт §Yкоронну колонію§!."
 have_private_enterprise_tt:0 "Мати суб'єкт §Yприватне підприємство§!."
 have_self_governing_colony_tt:0 "Мати суб'єкт §Yсамоврядну колонію§!."
